JuncType	Event_ID	Event_Group	GeneID	geneSymbol	Gene_Event_ID	DSE_Category	Control	shRING1A.B	shRYBP
JC	Event_2310	Skipped Exon	ENSG00000225470	JPX	1	Common to shRING1A.B and shRYBP	345	444	338
JC	Event_2311	Skipped Exon	ENSG00000225470	JPX	2	Unique to shRYBP vs Control	189		174
JC	Event_2312	Skipped Exon	ENSG00000135913	USP37	1	Common to shRING1A.B and shRYBP	39		45
JC	Event_2313	Skipped Exon	ENSG00000135913	USP37	2	Unique to shRYBP vs Control	56		46
JC	Event_2314	Skipped Exon	ENSG00000188529	SRSF10	1	Common to shRING1A.B and shRYBP	358	311	315
JC	Event_2315	Skipped Exon	ENSG00000188529	SRSF10	2	Common to shRING1A.B and shRYBP	79	74	87
JC	Event_2316	Skipped Exon	ENSG00000049618	ARID1B	1		188	225	85
JC	Event_2317	Skipped Exon	ENSG00000074964	ARHGEF10L	1	Common to shRING1A.B and shRYBP	131	202	141
JC	Event_2318	Skipped Exon	ENSG00000074964	ARHGEF10L	2	Common to shRING1A.B and shRYBP	75	94	85
JC	Event_232	Alternative 5' Splice Site	ENSG00000158796	DEDD	1	Same Direction	49	61	27
JC	Event_2320	Skipped Exon	ENSG00000141552	ANAPC11	1	Unique to shRYBP vs Control	77		69
JC	Event_2321	Skipped Exon	ENSG00000258808	LINC02310	1	Unique to shRYBP vs Control	51		34
JC	Event_2322	Skipped Exon	ENSG00000267575	AC006504.5	1	Unique to shRYBP vs Control	49		43
JC	Event_2323	Skipped Exon	ENSG00000153707	PTPRD	1	Unique to shRYBP vs Control	75		118
JC	Event_2324	Skipped Exon	ENSG00000126106	TMEM53	1	Unique to shRYBP vs Control	175		169
JC	Event_2325	Skipped Exon	ENSG00000141127	PRPSAP2	1		15	8	30
JC	Event_2326	Skipped Exon	ENSG00000243629	LINC00880	1	Unique to shRYBP vs Control	28		14
JC	Event_2327	Skipped Exon	ENSG00000224189	HAGLR	1	Unique to shRYBP vs Control	85		73
JC	Event_2329	Skipped Exon	ENSG00000137274	BPHL	1		28	9	11
JC	Event_233	Alternative 5' Splice Site	ENSG00000124593	AL365205.1	1	Unique to shRING1A.B vs Control	12	16	
JC	Event_2330	Skipped Exon	ENSG00000173276	ZBTB21	1	Common to shRING1A.B and shRYBP	84	61	50
JC	Event_2331	Skipped Exon	ENSG00000014914	MTMR11	1		101	177	71
JC	Event_2332	Skipped Exon	ENSG00000133056	PIK3C2B	1		44	50	68
JC	Event_2333	Skipped Exon	ENSG00000162819	BROX	1		19	32	20
JC	Event_2334	Skipped Exon	ENSG00000136044	APPL2	1	Common to shRING1A.B and shRYBP	276	294	299
JC	Event_2335	Skipped Exon	ENSG00000173166	RAPH1	1	Common to shRING1A.B and shRYBP	32	18	19
JC	Event_2336	Skipped Exon	ENSG00000173166	RAPH1	2	Common to shRING1A.B and shRYBP	7	6	10
JC	Event_2337	Skipped Exon	ENSG00000105700	KXD1	1	Unique to shRYBP vs Control	105		97
JC	Event_2338	Skipped Exon	ENSG00000006837	CDKL3	1		22	25	19
JC	Event_2339	Skipped Exon	ENSG00000006837	CDKL3	2	Unique to shRYBP vs Control	19		17
JC	Event_234	Alternative 5' Splice Site	ENSG00000143224	PPOX	1	Unique to shRING1A.B vs Control	85	81	
JC	Event_2340	Skipped Exon	ENSG00000075151	EIF4G3	1	Unique to shRYBP vs Control	132		180
JC	Event_2341	Skipped Exon	ENSG00000204599	TRIM39	1	Unique to shRYBP vs Control	27		10
JC	Event_2342	Skipped Exon	ENSG00000075651	PLD1	1	Common to shRING1A.B and shRYBP	59	79	43
JC	Event_2343	Skipped Exon	ENSG00000172113	NME6	1		17	35	47
JC	Event_2344	Skipped Exon	ENSG00000162746	FCRLB	1	Unique to shRYBP vs Control	70		19
JC	Event_2345	Skipped Exon	ENSG00000162746	FCRLB	2	Unique to shRYBP vs Control	65		19
JC	Event_2346	Skipped Exon	ENSG00000162746	FCRLB	3	Unique to shRYBP vs Control	63		18
JC	Event_2347	Skipped Exon	ENSG00000119778	ATAD2B	1		52	83	52
JC	Event_2348	Skipped Exon	ENSG00000185480	PARPBP	1	Common to shRING1A.B and shRYBP	136	110	170
JC	Event_2349	Skipped Exon	ENSG00000185480	PARPBP	2	Common to shRING1A.B and shRYBP	57	51	72
JC	Event_235	Alternative 5' Splice Site	ENSG00000077157	PPP1R12B	1	Same Direction	38	41	34
JC	Event_2351	Skipped Exon	ENSG00000038945	MSR1	1	Unique to shRYBP vs Control	14		19
JC	Event_2352	Skipped Exon	ENSG00000143228	NUF2	1	Unique to shRYBP vs Control	54		44
JC	Event_2353	Skipped Exon	ENSG00000068745	IP6K2	1	Unique to shRYBP vs Control	12		27
JC	Event_2354	Skipped Exon	ENSG00000162614	NEXN	1	Common to shRING1A.B and shRYBP	53	40	33
JC	Event_2355	Skipped Exon	ENSG00000168014	C2CD3	1	Unique to shRYBP vs Control	226		250
JC	Event_2356	Skipped Exon	ENSG00000132424	PNISR	1	Common to shRING1A.B and shRYBP	68	53	78
JC	Event_2357	Skipped Exon	ENSG00000132424	PNISR	2	Unique to shRYBP vs Control	216		211
JC	Event_2358	Skipped Exon	ENSG00000143469	SYT14	1	Unique to shRYBP vs Control	21		25
JC	Event_2359	Skipped Exon	ENSG00000143469	SYT14	2	Common to shRING1A.B and shRYBP	78	84	61
JC	Event_236	Alternative 5' Splice Site	ENSG00000023330	ALAS1	1	Unique to shRING1A.B vs Control	151	150	
JC	Event_2361	Skipped Exon	ENSG00000060339	CCAR1	1		82	87	94
JC	Event_2362	Skipped Exon	ENSG00000060339	CCAR1	2		91	94	111
JC	Event_2363	Skipped Exon	ENSG00000121988	ZRANB3	1	Common to shRING1A.B and shRYBP	86	64	90
JC	Event_2364	Skipped Exon	ENSG00000005448	WDR54	1	Unique to shRYBP vs Control	151		80
JC	Event_2365	Skipped Exon	ENSG00000005448	WDR54	2	Unique to shRYBP vs Control	235		175
JC	Event_2366	Skipped Exon	ENSG00000135637	CCDC142	1	Unique to shRYBP vs Control	57		52
JC	Event_2368	Skipped Exon	ENSG00000158966	CACHD1	1	Common to shRING1A.B and shRYBP	51	73	15
JC	Event_237	Alternative 5' Splice Site	ENSG00000137274	BPHL	1	Unique to shRING1A.B vs Control	122	101	
JC	Event_2370	Skipped Exon	ENSG00000144589	STK11IP	1		132	190	167
JC	Event_2371	Skipped Exon	ENSG00000084693	AGBL5	1		70	79	83
JC	Event_2372	Skipped Exon	ENSG00000174151	CYB561D1	1	Common to shRING1A.B and shRYBP	48	40	41
JC	Event_2373	Skipped Exon	ENSG00000158089	GALNT14	1	Unique to shRYBP vs Control	25		15
JC	Event_2374	Skipped Exon	ENSG00000158089	GALNT14	2		19	16	26
JC	Event_2376	Skipped Exon	ENSG00000280670	CCDC163	1		43	42	41
JC	Event_2377	Skipped Exon	ENSG00000280670	CCDC163	2		26	19	16
JC	Event_2378	Skipped Exon	ENSG00000168779	SHOX2	1	Unique to shRYBP vs Control	56		54
JC	Event_2379	Skipped Exon	ENSG00000141524	TMC6	1	Common to shRING1A.B and shRYBP	49	144	70
JC	Event_238	Alternative 5' Splice Site	ENSG00000169972	PUSL1	1	Unique to shRING1A.B vs Control	246	116	
JC	Event_2380	Skipped Exon	ENSG00000095321	CRAT	1		71	42	49
JC	Event_2381	Skipped Exon	ENSG00000162604	TM2D1	1	Unique to shRYBP vs Control	26		43
JC	Event_2382	Skipped Exon	ENSG00000134278	SPIRE1	1	Unique to shRYBP vs Control	349		141
JC	Event_2383	Skipped Exon	ENSG00000143147	GPR161	1	Common to shRING1A.B and shRYBP	28	56	48
JC	Event_2384	Skipped Exon	ENSG00000230487	PSMG3-AS1	1	Unique to shRYBP vs Control	43		40
JC	Event_2385	Skipped Exon	ENSG00000230487	PSMG3-AS1	2		20	7	16
JC	Event_2386	Skipped Exon	ENSG00000116574	RHOU	1	Unique to shRYBP vs Control	83		137
JC	Event_2387	Skipped Exon	ENSG00000225697	SLC26A6	1	Unique to shRYBP vs Control	52		52
JC	Event_2388	Skipped Exon	ENSG00000225697	SLC26A6	2	Unique to shRYBP vs Control	119		117
JC	Event_2389	Skipped Exon	ENSG00000117625	RCOR3	1	Unique to shRYBP vs Control	180		165
JC	Event_239	Alternative 5' Splice Site	ENSG00000140416	TPM1	1	Same Direction	286	243	416
JC	Event_2390	Skipped Exon	ENSG00000101333	PLCB4	1	Common to shRING1A.B and shRYBP	110	29	138
JC	Event_2391	Skipped Exon	ENSG00000141013	GAS8	1	Common to shRING1A.B and shRYBP	30	59	56
JC	Event_2392	Skipped Exon	ENSG00000135525	MAP7	1	Unique to shRYBP vs Control	75		141
JC	Event_2393	Skipped Exon	ENSG00000169814	BTD	1		10	21	22
JC	Event_2394	Skipped Exon	ENSG00000088543	C3orf18	1	Common to shRING1A.B and shRYBP	26	125	51
JC	Event_2395	Skipped Exon	ENSG00000197779	ZNF81	1	Unique to shRYBP vs Control	62		24
JC	Event_2396	Skipped Exon	ENSG00000223546	LINC00630	1	Common to shRING1A.B and shRYBP	22	21	31
JC	Event_2397	Skipped Exon	ENSG00000177683	THAP5	1	Unique to shRYBP vs Control	201		342
JC	Event_2398	Skipped Exon	ENSG00000177683	THAP5	2	Unique to shRYBP vs Control	122		168
JC	Event_2399	Skipped Exon	ENSG00000169016	E2F6	1		45	29	40
JC	Event_24	Alternative 5' Splice Site	ENSG00000214078	CPNE1	1	Unique to shRYBP vs Control	47		51
JC	Event_240	Alternative 5' Splice Site	ENSG00000164327	RICTOR	1	Unique to shRING1A.B vs Control	19	38	
JC	Event_2400	Skipped Exon	ENSG00000169016	E2F6	2	Unique to shRYBP vs Control	361		332
JC	Event_2401	Skipped Exon	ENSG00000135636	DYSF	1	Common to shRING1A.B and shRYBP	1068	1097	967
JC	Event_2402	Skipped Exon	ENSG00000134490	TMEM241	1	Unique to shRYBP vs Control	72		81
JC	Event_2403	Skipped Exon	ENSG00000110931	CAMKK2	1	Unique to shRYBP vs Control	176		146
JC	Event_2404	Skipped Exon	ENSG00000143537	ADAM15	1	Unique to shRYBP vs Control	101		85
JC	Event_2405	Skipped Exon	ENSG00000123240	OPTN	1		39	22	31
JC	Event_2406	Skipped Exon	ENSG00000053254	FOXN3	1		84	89	58
JC	Event_2407	Skipped Exon	ENSG00000219626	FAM228B	1	Unique to shRYBP vs Control	22		27
JC	Event_2408	Skipped Exon	ENSG00000219626	FAM228B	2	Common to shRING1A.B and shRYBP	52	40	56
JC	Event_2409	Skipped Exon	ENSG00000204438	GPANK1	1	Unique to shRYBP vs Control	171		183
JC	Event_241	Alternative 5' Splice Site	ENSG00000179335	CLK3	1	Unique to shRING1A.B vs Control	492	629	
JC	Event_2410	Skipped Exon	ENSG00000115137	DNAJC27	1	Unique to shRYBP vs Control	30		30
JC	Event_2411	Skipped Exon	ENSG00000213699	SLC35F6	1	Unique to shRYBP vs Control	18		44
JC	Event_2412	Skipped Exon	ENSG00000178053	MLF1	1		142	209	130
JC	Event_2413	Skipped Exon	ENSG00000133961	NUMB	1	Unique to shRYBP vs Control	127		116
JC	Event_2414	Skipped Exon	ENSG00000021574	SPAST	1	Common to shRING1A.B and shRYBP	109	104	85
JC	Event_2415	Skipped Exon	ENSG00000172594	SMPDL3A	1		20	32	21
JC	Event_2416	Skipped Exon	ENSG00000125962	ARMCX5	1	Unique to shRYBP vs Control	212		207
JC	Event_2417	Skipped Exon	ENSG00000125962	ARMCX5	2		90	111	80
JC	Event_2418	Skipped Exon	ENSG00000196576	PLXNB2	1	Unique to shRYBP vs Control	515		471
JC	Event_2419	Skipped Exon	ENSG00000196576	PLXNB2	2	Unique to shRYBP vs Control	291		235
JC	Event_2420	Skipped Exon	ENSG00000171612	SLC25A33	1	Unique to shRYBP vs Control	293		224
JC	Event_2421	Skipped Exon	ENSG00000251474	RPL32P3	1		112	91	71
JC	Event_2422	Skipped Exon	ENSG00000119326	CTNNAL1	1	Unique to shRYBP vs Control	33		30
JC	Event_2423	Skipped Exon	ENSG00000048991	R3HDM1	1		215	207	168
JC	Event_2425	Skipped Exon	ENSG00000162910	MRPL55	1	Unique to shRYBP vs Control	589		689
JC	Event_2426	Skipped Exon	ENSG00000162910	MRPL55	2		974	1113	1072
JC	Event_2427	Skipped Exon	ENSG00000132676	DAP3	1	Common to shRING1A.B and shRYBP	70	47	24
JC	Event_2428	Skipped Exon	ENSG00000132676	DAP3	2	Common to shRING1A.B and shRYBP	58	42	27
JC	Event_2429	Skipped Exon	ENSG00000285756	BX890604.2	1	Unique to shRYBP vs Control	29		10
JC	Event_243	Alternative 5' Splice Site	ENSG00000123636	BAZ2B	1	Unique to shRING1A.B vs Control	12	26	
JC	Event_2430	Skipped Exon	ENSG00000115977	AAK1	1	Unique to shRYBP vs Control	66		36
JC	Event_2431	Skipped Exon	ENSG00000115977	AAK1	2	Unique to shRYBP vs Control	33		14
JC	Event_2432	Skipped Exon	ENSG00000023516	AKAP11	1	Unique to shRYBP vs Control	47		83
JC	Event_2433	Skipped Exon	ENSG00000112981	NME5	1	Common to shRING1A.B and shRYBP	50	76	33
JC	Event_2434	Skipped Exon	ENSG00000066044	ELAVL1	1	Unique to shRYBP vs Control	28		42
JC	Event_2435	Skipped Exon	ENSG00000144481	TRPM8	1	Common to shRING1A.B and shRYBP	58	90	41
JC	Event_2436	Skipped Exon	ENSG00000144481	TRPM8	2	Common to shRING1A.B and shRYBP	28	46	23
JC	Event_2437	Skipped Exon	ENSG00000124370	MCEE	1	Common to shRING1A.B and shRYBP	14	42	44
JC	Event_2438	Skipped Exon	ENSG00000075292	ZNF638	1		99	88	114
JC	Event_2439	Skipped Exon	ENSG00000075292	ZNF638	2		56	79	105
JC	Event_244	Alternative 5' Splice Site	ENSG00000229180	AC006001.3	1	Unique to shRING1A.B vs Control	18	9	
JC	Event_2440	Skipped Exon	ENSG00000189223	PAX8-AS1	1	Unique to shRYBP vs Control	47		36
JC	Event_2441	Skipped Exon	ENSG00000122203	KIAA1191	1	Unique to shRYBP vs Control	39		46
JC	Event_2442	Skipped Exon	ENSG00000145349	CAMK2D	1		83	95	59
JC	Event_2443	Skipped Exon	ENSG00000068024	HDAC4	1	Unique to shRYBP vs Control	56		105
JC	Event_2444	Skipped Exon	ENSG00000134262	AP4B1	1	Common to shRING1A.B and shRYBP	107	71	85
JC	Event_2445	Skipped Exon	ENSG00000188070	C11orf95	1		34	37	27
JC	Event_2446	Skipped Exon	ENSG00000224078	SNHG14	1	Common to shRING1A.B and shRYBP	20	18	15
JC	Event_2447	Skipped Exon	ENSG00000224078	SNHG14	2	Unique to shRYBP vs Control	51		52
JC	Event_2448	Skipped Exon	ENSG00000222041	CYTOR	1	Common to shRING1A.B and shRYBP	39	36	47
JC	Event_2450	Skipped Exon	ENSG00000147526	TACC1	1	Unique to shRYBP vs Control	40		32
JC	Event_2451	Skipped Exon	ENSG00000160352	ZNF714	1		22	16	36
JC	Event_2452	Skipped Exon	ENSG00000163006	CCDC138	1		59	43	49
JC	Event_2453	Skipped Exon	ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	1	Common to shRING1A.B and shRYBP	83	109	105
JC	Event_2454	Skipped Exon	ENSG00000116521	SCAMP3	1	Unique to shRYBP vs Control	756		744
JC	Event_2455	Skipped Exon	ENSG00000115641	FHL2	1		2370	2209	1958
JC	Event_2456	Skipped Exon	ENSG00000040933	INPP4A	1	Common to shRING1A.B and shRYBP	100	124	90
JC	Event_2457	Skipped Exon	ENSG00000155366	RHOC	1	Common to shRING1A.B and shRYBP	76	117	91
JC	Event_2458	Skipped Exon	ENSG00000183495	EP400	1	Unique to shRYBP vs Control	189		179
JC	Event_2459	Skipped Exon	ENSG00000154328	NEIL2	1	Unique to shRYBP vs Control	80		140
JC	Event_2460	Skipped Exon	ENSG00000112144	ICK	1		25	65	36
JC	Event_2461	Skipped Exon	ENSG00000142856	ITGB3BP	1	Common to shRING1A.B and shRYBP	112	90	129
JC	Event_2462	Skipped Exon	ENSG00000144893	MED12L	1	Common to shRING1A.B and shRYBP	11	36	18
JC	Event_2463	Skipped Exon	ENSG00000165868	HSPA12A	1	Unique to shRYBP vs Control	31		10
JC	Event_2464	Skipped Exon	ENSG00000186522	SEPT10	1		102	108	110
JC	Event_2465	Skipped Exon	ENSG00000088179	PTPN4	1		52	103	68
JC	Event_2467	Skipped Exon	ENSG00000115657	ABCB6	1		208	351	173
JC	Event_2468	Skipped Exon	ENSG00000197037	ZSCAN25	1	Unique to shRYBP vs Control	19		22
JC	Event_2469	Skipped Exon	ENSG00000079156	OSBPL6	1	Unique to shRYBP vs Control	68		52
JC	Event_247	Alternative 5' Splice Site	ENSG00000166801	FAM111A	1	Unique to shRING1A.B vs Control	44	44	
JC	Event_2470	Skipped Exon	ENSG00000152117	AC073869.1	1	Unique to shRYBP vs Control	87		98
JC	Event_2471	Skipped Exon	ENSG00000161813	LARP4	1	Unique to shRYBP vs Control	47		59
JC	Event_2472	Skipped Exon	ENSG00000161813	LARP4	2		322	292	295
JC	Event_2473	Skipped Exon	ENSG00000161813	LARP4	3	Unique to shRYBP vs Control	31		25
JC	Event_2474	Skipped Exon	ENSG00000115839	RAB3GAP1	1	Unique to shRYBP vs Control	36		30
JC	Event_2475	Skipped Exon	ENSG00000143207	COP1	1	Unique to shRYBP vs Control	60		92
JC	Event_2476	Skipped Exon	ENSG00000143207	COP1	2	Common to shRING1A.B and shRYBP	8	9	19
JC	Event_2477	Skipped Exon	ENSG00000143207	COP1	3	Common to shRING1A.B and shRYBP	54	66	67
JC	Event_2478	Skipped Exon	ENSG00000176978	DPP7	1	Unique to shRYBP vs Control	138		161
JC	Event_2479	Skipped Exon	ENSG00000134815	DHX34	1		264	311	386
JC	Event_248	Alternative 5' Splice Site	ENSG00000130635	COL5A1	1	Same Direction	105	321	164
JC	Event_2480	Skipped Exon	ENSG00000136536	MARCH7	1		86	118	44
JC	Event_2481	Skipped Exon	ENSG00000123600	METTL8	1	Unique to shRYBP vs Control	182		157
JC	Event_2482	Skipped Exon	ENSG00000123600	METTL8	2	Unique to shRYBP vs Control	127		120
JC	Event_2483	Skipped Exon	ENSG00000123600	METTL8	3	Unique to shRYBP vs Control	50		20
JC	Event_2484	Skipped Exon	ENSG00000242288	AC022400.3	1		41	36	28
JC	Event_2486	Skipped Exon	ENSG00000196247	ZNF107	1		42	47	52
JC	Event_2487	Skipped Exon	ENSG00000122484	RPAP2	1	Unique to shRYBP vs Control	116		90
JC	Event_2488	Skipped Exon	ENSG00000105372	RPS19	1		130	160	117
JC	Event_2489	Skipped Exon	ENSG00000008083	JARID2	1	Unique to shRYBP vs Control	78		101
JC	Event_249	Alternative 5' Splice Site	ENSG00000115507	OTX1	1	Unique to shRING1A.B vs Control	26	43	
JC	Event_2491	Skipped Exon	ENSG00000205517	RGL3	1		36	74	51
JC	Event_2492	Skipped Exon	ENSG00000170275	CRTAP	1		20	27	25
JC	Event_2493	Skipped Exon	ENSG00000115307	AUP1	1	Common to shRING1A.B and shRYBP	26	39	45
JC	Event_2494	Skipped Exon	ENSG00000160766	GBAP1	1		43	39	61
JC	Event_2495	Skipped Exon	ENSG00000169045	HNRNPH1	1	Unique to shRYBP vs Control	38		8
JC	Event_2496	Skipped Exon	ENSG00000138835	RGS3	1	Unique to shRYBP vs Control	108		146
JC	Event_2498	Skipped Exon	ENSG00000074582	BCS1L	1	Unique to shRYBP vs Control	18		19
JC	Event_2499	Skipped Exon	ENSG00000074582	BCS1L	2	Unique to shRYBP vs Control	39		25
JC	Event_25	Alternative 5' Splice Site	ENSG00000007384	RHBDF1	1	Common to shRING1A.B and shRYBP	28	41	30
JC	Event_2500	Skipped Exon	ENSG00000170906	NDUFA3	1	Unique to shRYBP vs Control	24		22
JC	Event_2501	Skipped Exon	ENSG00000184182	UBE2F	1	Unique to shRYBP vs Control	18		10
JC	Event_2502	Skipped Exon	ENSG00000184182	UBE2F	2	Unique to shRYBP vs Control	27		12
JC	Event_2503	Skipped Exon	ENSG00000166897	ELFN2	1	Unique to shRYBP vs Control	99		139
JC	Event_2504	Skipped Exon	ENSG00000131459	GFPT2	1	Common to shRING1A.B and shRYBP	35	62	41
JC	Event_2505	Skipped Exon	ENSG00000122085	MTERF4	1	Unique to shRYBP vs Control	265		221
JC	Event_2506	Skipped Exon	ENSG00000153086	ACMSD	1	Common to shRING1A.B and shRYBP	40	31	25
JC	Event_2507	Skipped Exon	ENSG00000153086	ACMSD	2	Unique to shRYBP vs Control	63		62
JC	Event_2508	Skipped Exon	ENSG00000180902	D2HGDH	1	Unique to shRYBP vs Control	58		140
JC	Event_2509	Skipped Exon	ENSG00000241553	ARPC4	1	Common to shRING1A.B and shRYBP	309	343	242
JC	Event_251	Alternative 5' Splice Site	ENSG00000114956	DGUOK	1	Unique to shRING1A.B vs Control	137	118	
JC	Event_2510	Skipped Exon	ENSG00000197548	ATG7	1	Unique to shRYBP vs Control	332		294
JC	Event_2511	Skipped Exon	ENSG00000041982	TNC	1		175	280	192
JC	Event_2512	Skipped Exon	ENSG00000197763	TXNRD3	1		122	160	159
JC	Event_2513	Skipped Exon	ENSG00000170190	SLC16A5	1	Unique to shRYBP vs Control	127		142
JC	Event_2514	Skipped Exon	ENSG00000184831	APOO	1	Common to shRING1A.B and shRYBP	181	134	147
JC	Event_2515	Skipped Exon	ENSG00000187118	CMC1	1	Unique to shRYBP vs Control	41		27
JC	Event_2516	Skipped Exon	ENSG00000196262	PPIA	1	Unique to shRYBP vs Control	86		85
JC	Event_2517	Skipped Exon	ENSG00000137959	IFI44L	1	Common to shRING1A.B and shRYBP	37	44	42
JC	Event_2518	Skipped Exon	ENSG00000137959	IFI44L	2	Unique to shRYBP vs Control	15		10
JC	Event_2519	Skipped Exon	ENSG00000137411	VARS2	1		479	447	551
JC	Event_252	Alternative 5' Splice Site	ENSG00000178038	ALS2CL	2	Same Direction	12	19	10
JC	Event_2520	Skipped Exon	ENSG00000158773	USF1	1	Unique to shRYBP vs Control	70		38
JC	Event_2521	Skipped Exon	ENSG00000079150	FKBP7	1	Unique to shRYBP vs Control	64		82
JC	Event_2522	Skipped Exon	ENSG00000079150	FKBP7	2	Unique to shRYBP vs Control	88		98
JC	Event_2523	Skipped Exon	ENSG00000079150	FKBP7	3	Common to shRING1A.B and shRYBP	28	30	28
JC	Event_2524	Skipped Exon	ENSG00000079150	FKBP7	4	Unique to shRYBP vs Control	56		59
JC	Event_2525	Skipped Exon	ENSG00000079150	FKBP7	5	Unique to shRYBP vs Control	55		69
JC	Event_2526	Skipped Exon	ENSG00000128284	APOL3	1	Unique to shRYBP vs Control	63		58
JC	Event_2527	Skipped Exon	ENSG00000128284	APOL3	2	Unique to shRYBP vs Control	46		63
JC	Event_2528	Skipped Exon	ENSG00000128284	APOL3	3	Common to shRING1A.B and shRYBP	34	76	33
JC	Event_2529	Skipped Exon	ENSG00000011198	ABHD5	1	Unique to shRYBP vs Control	134		154
JC	Event_253	Alternative 5' Splice Site	ENSG00000112139	MDGA1	1	Unique to shRING1A.B vs Control	10	39	
JC	Event_2530	Skipped Exon	ENSG00000263020	AL662899.2	1	Unique to shRYBP vs Control	26		28
JC	Event_2531	Skipped Exon	ENSG00000196586	MYO6	1		59	92	62
JC	Event_2532	Skipped Exon	ENSG00000170919	TPT1-AS1	1		32	18	35
JC	Event_2533	Skipped Exon	ENSG00000170919	TPT1-AS1	2	Common to shRING1A.B and shRYBP	33	23	54
JC	Event_2534	Skipped Exon	ENSG00000170919	TPT1-AS1	3	Common to shRING1A.B and shRYBP	17	16	20
JC	Event_2535	Skipped Exon	ENSG00000111731	C2CD5	1	Different Direction	13	24	8
JC	Event_2536	Skipped Exon	ENSG00000111731	C2CD5	2	Common to shRING1A.B and shRYBP	26	41	53
JC	Event_2537	Skipped Exon	ENSG00000173402	DAG1	1	Unique to shRYBP vs Control	20		17
JC	Event_2538	Skipped Exon	ENSG00000173402	DAG1	2	Unique to shRYBP vs Control	19		14
JC	Event_2539	Skipped Exon	ENSG00000173402	DAG1	3	Unique to shRYBP vs Control	20		15
JC	Event_254	Alternative 5' Splice Site	ENSG00000116809	ZBTB17	1	Unique to shRING1A.B vs Control	208	302	
JC	Event_2540	Skipped Exon	ENSG00000196295	GARS-DT	1	Common to shRING1A.B and shRYBP	68	89	122
JC	Event_2541	Skipped Exon	ENSG00000235944	ZNF815P	1	Unique to shRYBP vs Control	42		19
JC	Event_2542	Skipped Exon	ENSG00000235944	ZNF815P	2	Common to shRING1A.B and shRYBP	82	57	40
JC	Event_2543	Skipped Exon	ENSG00000146872	TLK2	1		18	31	12
JC	Event_2544	Skipped Exon	ENSG00000104863	LIN7B	1	Common to shRING1A.B and shRYBP	38	59	89
JC	Event_2545	Skipped Exon	ENSG00000214021	TTLL3	1	Common to shRING1A.B and shRYBP	72	91	61
JC	Event_2546	Skipped Exon	ENSG00000204257	HLA-DMA	1	Unique to shRYBP vs Control	87		81
JC	Event_2547	Skipped Exon	ENSG00000196335	STK31	1	Common to shRING1A.B and shRYBP	34	31	35
JC	Event_2549	Skipped Exon	ENSG00000106086	PLEKHA8	1	Common to shRING1A.B and shRYBP	61	81	77
JC	Event_255	Alternative 5' Splice Site	ENSG00000152076	CCDC74B	1	Unique to shRING1A.B vs Control	4	51	
JC	Event_2550	Skipped Exon	ENSG00000146757	ZNF92	1		8	8	40
JC	Event_2552	Skipped Exon	ENSG00000164542	KIAA0895	1	Unique to shRYBP vs Control	43		51
JC	Event_2553	Skipped Exon	ENSG00000011426	ANLN	1	Unique to shRYBP vs Control	599		543
JC	Event_2554	Skipped Exon	ENSG00000175600	SUGCT	1	Common to shRING1A.B and shRYBP	92	152	96
JC	Event_2555	Skipped Exon	ENSG00000106603	COA1	1	Common to shRING1A.B and shRYBP	93	66	132
JC	Event_2557	Skipped Exon	ENSG00000215271	HOMEZ	1	Unique to shRYBP vs Control	20		30
JC	Event_2558	Skipped Exon	ENSG00000136280	CCM2	1		24	22	24
JC	Event_2559	Skipped Exon	ENSG00000196923	PDLIM7	1	Common to shRING1A.B and shRYBP	31	27	21
JC	Event_256	Alternative 5' Splice Site	ENSG00000136699	SMPD4	1	Same Direction	64	69	37
JC	Event_2560	Skipped Exon	ENSG00000181090	EHMT1	1		397	549	295
JC	Event_2562	Skipped Exon	ENSG00000197008	ZNF138	1		15	20	18
JC	Event_2563	Skipped Exon	ENSG00000169919	GUSB	1	Unique to shRYBP vs Control	328		299
JC	Event_2564	Skipped Exon	ENSG00000173715	C11orf80	1	Common to shRING1A.B and shRYBP	66	97	80
JC	Event_2565	Skipped Exon	ENSG00000173715	C11orf80	2	Common to shRING1A.B and shRYBP	30	45	41
JC	Event_2566	Skipped Exon	ENSG00000161203	AP2M1	1		7265	8270	7378
JC	Event_2567	Skipped Exon	ENSG00000071462	BUD23	1		33	32	29
JC	Event_2568	Skipped Exon	ENSG00000071462	BUD23	2		39	38	33
JC	Event_2569	Skipped Exon	ENSG00000086730	LAT2	1	Unique to shRYBP vs Control	7		12
JC	Event_257	Alternative 5' Splice Site	ENSG00000127837	AAMP	1	Same Direction	29	52	31
JC	Event_2570	Skipped Exon	ENSG00000086730	LAT2	2		19	12	14
JC	Event_2571	Skipped Exon	ENSG00000086730	LAT2	3		25	14	16
JC	Event_2572	Skipped Exon	ENSG00000086730	LAT2	4	Unique to shRYBP vs Control	19		14
JC	Event_2573	Skipped Exon	ENSG00000239713	APOBEC3G	1	Unique to shRYBP vs Control	51		77
JC	Event_2574	Skipped Exon	ENSG00000127952	STYXL1	1		780	686	746
JC	Event_2575	Skipped Exon	ENSG00000006576	PHTF2	1	Unique to shRYBP vs Control	98		132
JC	Event_2576	Skipped Exon	ENSG00000131023	LATS1	1		28	30	43
