Event_ID	Event_Type	ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	comparison	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	riExonStart_0base	riExonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	Event_Group	JuncType	Gene_Event_ID	Gene_Event_Type	DSE_Category
Event_1210	mxe_jcec	7329	ENSG00000154114	TBCEL	chr11	+			121047527	121047667	121058344	121058471	1,0,0	23,37,48	9,3,1	18,35,54	252	406	3.35416624745e-05	0.00639745855001439	0.065,0.0,0.0	0.446,0.121,0.029	-0.177	shRYBP_vs_shRING1A.B									121053629	121053732	121055051	121055308	Mutually Exclusive Exon	JCEC	1	Mutually Exclusive Exon_1	
Event_1211	mxe_jcec	7355	ENSG00000254166	CASC19	chr8	-			127161921	127162084	127174189	127174364	29,44,24	1,0,0	39,25,28	3,2,8	369	238	8.13056429694e-06	0.00244542356931042	0.949,1.0,1.0	0.893,0.89,0.693	0.158	shRYBP_vs_shRING1A.B									127164437	127164526	127168897	127169117	Mutually Exclusive Exon	JCEC	4	Mutually Exclusive Exon_4	
Event_1212	mxe_jcec	7379	ENSG00000254166	CASC19	chr8	-			127188044	127188115	127197474	127197564	3,1,6	0,2,0	5,3,0	2,5,5	331	222	0.000520207889139	0.0341609201036415	1.0,0.251,1.0	0.626,0.287,0.0	0.446	shRYBP_vs_shRING1A.B									127189909	127189982	127191665	127191847	Mutually Exclusive Exon	JCEC	5	Mutually Exclusive Exon_5	
Event_1213	mxe_jcec	7406	ENSG00000171045	TSNARE1	chr8	-			142344259	142344472	142402789	142402888	0,0,1	17,26,20	1,7,6	32,20,19	276	299	1.07711560123e-05	0.00275477882191471	0.0,0.0,0.051	0.033,0.275,0.255	-0.171	shRYBP_vs_shRING1A.B									142345742	142345892	142354636	142354763	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_1214	mxe_jcec	7525	ENSG00000155974	GRIP1	chr12	-			66455408	66455564	66465274	66465422	9,12,22	0,2,2	4,9,29	4,5,10	319	305	0.000370204820798	0.0275714447489558	1.0,0.852,0.913	0.489,0.632,0.735	0.303	shRYBP_vs_shRING1A.B									66456186	66456342	66462923	66463093	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_1215	mxe_jcec	7989	ENSG00000149743	TRPT1	chr11	-			64223876	64224717	64226190	64226233	1,4,8	82,116,130	0,0,1	121,88,165	233	929	9.27453045718e-06	0.00268617882130176	0.046,0.121,0.197	0.0,0.0,0.024	0.113	shRYBP_vs_shRING1A.B									64224800	64225580	64225785	64225869	Mutually Exclusive Exon	JCEC	1	Mutually Exclusive Exon_1	
Event_1216	mxe_jcec	8444	ENSG00000250305	TRMT9B	chr8	+			12952021	12952358	13012683	13012692	6,15,3	0,2,0	10,0,11	6,1,14	316	304	1.34739442061e-05	0.00319291647550612	1.0,0.878,1.0	0.616,0.0,0.43	0.611	shRYBP_vs_shRING1A.B									12990833	12991000	13006201	13006356	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_1217	mxe_jcec	8783	ENSG00000151849	CENPJ	chr13	-			24885605	24885670	24892642	24892867	21,7,37	2,5,2	12,11,25	0,0,0	234	301	0.000520635464791	0.0341609201036415	0.931,0.643,0.96	1.0,1.0,1.0	-0.155	shRYBP_vs_shRING1A.B									24886233	24886385	24889315	24889400	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_1218	mxe_jcec	8811	ENSG00000136146	MED4	chr13	-			48083370	48083428	48094953	48095104	15,11,16	131,92,151	48,38,72	205,208,265	216	320	0.000120286321583	0.0154203120455584	0.145,0.15,0.136	0.258,0.213,0.287	-0.109	shRYBP_vs_shRING1A.B									48086281	48086452	48090351	48090418	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_1219	mxe_jcec	8929	ENSG00000100526	CDKN3	chr14	+			54408744	54408789	54417847	54417951	153,142,172	20,15,24	55,78,91	13,21,27	372	181	0.000392561229361	0.0289606491849342	0.788,0.822,0.777	0.673,0.644,0.621	0.15	shRYBP_vs_shRING1A.B									54411483	54411706	54415898	54415930	Mutually Exclusive Exon	JCEC	2	Mutually Exclusive Exon_2	
Event_122	a3ss_jc	7034	ENSG00000071189	SNX13	chr7	-							4,3,6	7,8,30	0,0,0	18,21,26	182	149	3.56984508398e-07	0.000115002559380416	0.319,0.235,0.141	0.0,0.0,0.0	0.232	Control_vs_shRYBP	17821508	17821681	17821508	17821648	17826021	17826091							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	
Event_122	a3ss_jc	7080	ENSG00000071189	SNX13	chr7	-							0,0,0	18,21,26	0,12,17	7,24,67	182	149	4.89430923567e-08	4.65029296092017e-05	0.0,0.0,0.0	0.0,0.29,0.172	-0.154	shRYBP_vs_shRING1A.B	17821508	17821681	17821508	17821648	17826021	17826091							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	
Event_122	a3ss_jcec	7034	ENSG00000071189	SNX13	chr7	-							4,3,6	7,8,30	0,0,0	18,21,26	182	149	3.56984508398e-07	0.000115359543888814	0.319,0.235,0.141	0.0,0.0,0.0	0.232	Control_vs_shRYBP	17821508	17821681	17821508	17821648	17826021	17826091							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	
Event_122	a3ss_jcec	7080	ENSG00000071189	SNX13	chr7	-							0,0,0	18,21,26	0,12,17	7,24,67	182	149	4.89430923567e-08	3.62613933149417e-05	0.0,0.0,0.0	0.0,0.29,0.172	-0.154	shRYBP_vs_shRING1A.B	17821508	17821681	17821508	17821648	17826021	17826091							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	
Event_1220	ri_jc	41	ENSG00000128159	TUBGCP6	chr22	-			50219287	50219456	50219643	50219791	0,0,8	6,8,11	10,5,15	6,1,17	298	149	0.00163395958304	0.0309412528315665	0.0,0.0,0.267	0.455,0.714,0.306	-0.403	Control_vs_shRYBP							50219287	50219791					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1221	ri_jc	92	ENSG00000133460	SLC2A11	chr22	+			23883771	23883873	23884301	23884429	2,3,13	0,0,0	2,3,11	0,2,3	298	149	0.00267826969191	0.0425137612968862	1.0,1.0,1.0	1.0,0.429,0.647	0.308	Control_vs_shRYBP							23883771	23884429					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1222	ri_jc	98	ENSG00000185686	PRAME	chr22	-			22556811	22557086	22557544	22557580	27,13,25	0,4,4	40,40,34	0,0,2	298	149	0.000619405887571	0.0164359549529986	1.0,0.619,0.758	1.0,1.0,0.895	-0.173	Control_vs_shRYBP							22556811	22557580					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1222	ri_jc	99	ENSG00000185686	PRAME	chr22	-			22556811	22557086	22557544	22557580	27,13,25	0,4,4	45,39,54	0,0,2	298	149	0.000295277530693	0.00968922315832147	1.0,0.619,0.758	1.0,1.0,0.931	-0.185	Control_vs_shRING1A.B							22556811	22557580					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1223	ri_jc	199	ENSG00000177380	PPFIA3	chr19	+			49150079	49150151	49150235	49151021	2,7,1	25,27,29	15,22,19	27,22,35	233	149	6.6022004519e-07	0.000105787565702367	0.049,0.142,0.022	0.262,0.39,0.258	-0.232	Control_vs_shRYBP							49150079	49151021					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1223	ri_jc	200	ENSG00000177380	PPFIA3	chr19	+			49150079	49150151	49150235	49151021	2,7,1	25,27,29	14,11,22	29,30,49	233	149	0.000109819840403	0.00522440695126537	0.049,0.142,0.022	0.236,0.19,0.223	-0.145	Control_vs_shRING1A.B							49150079	49151021					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1223	ri_jcec	199	ENSG00000177380	PPFIA3	chr19	+			49150079	49150151	49150235	49151021	2,7,1	25,27,29	15,22,19	27,22,35	233	149	6.6022004519e-07	8.01318500562034e-05	0.049,0.142,0.022	0.262,0.39,0.258	-0.232	Control_vs_shRYBP							49150079	49151021					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1223	ri_jcec	200	ENSG00000177380	PPFIA3	chr19	+			49150079	49150151	49150235	49151021	2,7,1	25,27,29	14,11,22	29,30,49	233	149	0.000109819840403	0.00374999593948784	0.049,0.142,0.022	0.236,0.19,0.223	-0.145	Control_vs_shRING1A.B							49150079	49151021					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1225	ri_jc	311	ENSG00000064545	TMEM161A	chr19	-			19132351	19132433	19132656	19132754	43,54,37	2,0,0	50,40,55	2,4,5	298	149	0.000502611691867	0.0142440837300539	0.915,1.0,1.0	0.926,0.833,0.846	0.103	Control_vs_shRYBP							19132351	19132754					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1225	ri_jc	312	ENSG00000064545	TMEM161A	chr19	-			19132351	19132433	19132656	19132754	43,54,37	2,0,0	70,75,80	13,12,8	298	149	7.26461787393e-08	5.12518791005762e-05	0.915,1.0,1.0	0.729,0.758,0.833	0.198	Control_vs_shRING1A.B							19132351	19132754					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1226	ri_jc	321	ENSG00000006015	REX1BD	chr19	+			18588994	18589077	18589478	18589683	141,140,257	84,63,139	229,266,249	78,115,57	298	149	0.00336806989911	0.0488898229954434	0.456,0.526,0.48	0.595,0.536,0.686	-0.118	Control_vs_shRYBP							18588994	18589683					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1227	ri_jc	388	ENSG00000161847	RAVER1	chr19	-			10320654	10320782	10320857	10320951	63,57,118	19,5,9	109,127,113	10,2,5	224	149	0.0023822100828	0.039462793568114	0.688,0.883,0.897	0.879,0.977,0.938	-0.109	Control_vs_shRYBP							10320654	10320951					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1227	ri_jcec	388	ENSG00000161847	RAVER1	chr19	-			10320654	10320782	10320857	10320951	63,57,118	19,5,9	109,127,113	10,2,5	224	149	0.0023822100828	0.0352600293788655	0.688,0.883,0.897	0.879,0.977,0.938	-0.109	Control_vs_shRYBP							10320654	10320951					Retained Intron	JCEC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1229	ri_jc	438	ENSG00000115268	RPS15	chr19	+			1438806	1438892	1439967	1440253	8,8,3	2,2,9	5,6,6	0,2,0	298	149	0.000381416152187	0.0117702199260077	0.667,0.667,0.143	1.0,0.6,1.0	-0.374	Control_vs_shRYBP							1438806	1440253					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1230	ri_jc	448	ENSG00000099624	ATP5F1D	chr19	+			1244314	1244440	1244736	1244825	497,363,629	157,120,180	605,672,502	92,109,74	298	149	2.5864553832e-09	1.19724145849013e-06	0.613,0.602,0.636	0.767,0.755,0.772	-0.148	Control_vs_shRYBP							1244314	1244825					Retained Intron	JC	1	Retained Intron_1	
Event_1230	ri_jc	448	ENSG00000099624	ATP5F1D	chr19	+			1244314	1244440	1244736	1244825	605,672,502	92,109,74	627,411,670	184,170,205	298	149	1.39394051857e-10	2.5767901234952e-07	0.767,0.755,0.772	0.63,0.547,0.62	0.166	shRYBP_vs_shRING1A.B							1244314	1244825					Retained Intron	JC	1	Retained Intron_1	
Event_1231	ri_jc	450	ENSG00000064932	SBNO2	chr19	-			1109134	1109211	1109505	1109598	14,20,25	6,3,1	12,5,7	9,7,7	298	149	0.000309877734633	0.0108483247267317	0.538,0.769,0.926	0.4,0.263,0.333	0.412	Control_vs_shRYBP							1109134	1109598					Retained Intron	JC	1	Retained Intron_1	
Event_1231	ri_jc	450	ENSG00000064932	SBNO2	chr19	-			1109134	1109211	1109505	1109598	12,5,7	9,7,7	21,11,14	5,0,3	298	149	0.00026958267619	0.0104696108425789	0.4,0.263,0.333	0.677,1.0,0.7	-0.46	shRYBP_vs_shRING1A.B							1109134	1109598					Retained Intron	JC	1	Retained Intron_1	
Event_1232	ri_jc	465	ENSG00000203896	LIME1	chr20	+			63737820	63737902	63738007	63738060	3,2,9	22,8,37	10,15,22	16,12,13	254	149	5.07530930904e-06	0.00058732607170724	0.074,0.128,0.125	0.268,0.423,0.498	-0.287	Control_vs_shRYBP							63737820	63738060					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1232	ri_jc	466	ENSG00000203896	LIME1	chr20	+			63737820	63737902	63738007	63738060	3,2,9	22,8,37	21,14,6	15,18,22	254	149	0.00173881358286	0.0336091228139104	0.074,0.128,0.125	0.451,0.313,0.138	-0.192	Control_vs_shRING1A.B							63737820	63738060					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1232	ri_jcec	465	ENSG00000203896	LIME1	chr20	+			63737820	63737902	63738007	63738060	3,2,9	22,8,37	10,15,22	16,12,13	254	149	5.07530930904e-06	0.000418294499421697	0.074,0.128,0.125	0.268,0.423,0.498	-0.287	Control_vs_shRYBP							63737820	63738060					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1232	ri_jcec	466	ENSG00000203896	LIME1	chr20	+			63737820	63737902	63738007	63738060	3,2,9	22,8,37	21,14,6	15,18,22	254	149	0.00173881358286	0.028557690255903	0.074,0.128,0.125	0.451,0.313,0.138	-0.192	Control_vs_shRING1A.B							63737820	63738060					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1233	ri_jc	515	ENSG00000185513	L3MBTL1	chr20	+			43540752	43540815	43540933	43541189	3,6,10	0,1,0	1,5,7	4,2,0	267	149	0.000531762238502	0.0146710032158896	1.0,0.77,1.0	0.122,0.582,1.0	0.355	Control_vs_shRYBP							43540752	43541189					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1233	ri_jc	516	ENSG00000185513	L3MBTL1	chr20	+			43540752	43540815	43540933	43541189	3,6,10	0,1,0	6,7,6	0,5,8	267	149	3.50412627314e-05	0.00305589416115246	1.0,0.77,1.0	1.0,0.439,0.295	0.345	Control_vs_shRING1A.B							43540752	43541189					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1233	ri_jcec	515	ENSG00000185513	L3MBTL1	chr20	+			43540752	43540815	43540933	43541189	3,6,10	0,1,0	1,5,7	4,2,0	267	149	0.000531762238502	0.0120080391355173	1.0,0.77,1.0	0.122,0.582,1.0	0.355	Control_vs_shRYBP							43540752	43541189					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1233	ri_jcec	516	ENSG00000185513	L3MBTL1	chr20	+			43540752	43540815	43540933	43541189	3,6,10	0,1,0	6,7,6	0,5,8	267	149	3.50412627314e-05	0.00163672048395102	1.0,0.77,1.0	1.0,0.439,0.295	0.345	Control_vs_shRING1A.B							43540752	43541189					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1234	ri_jc	589	ENSG00000101639	CEP192	chr18	+			13057584	13057733	13059081	13059312	0,2,2	11,21,17	5,2,12	9,9,19	298	149	7.12852177834e-05	0.00375852571039857	0.0,0.045,0.056	0.217,0.1,0.24	-0.152	Control_vs_shRYBP							13057584	13059312					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1235	ri_jc	627	ENSG00000214087	ARL16	chr17	-			81682033	81682675	81683535	81683594	7,6,12	5,2,0	10,21,16	0,0,2	298	149	0.00075499511557	0.0183936236927756	0.412,0.6,1.0	1.0,1.0,0.8	-0.263	Control_vs_shRYBP							81682033	81683594					Retained Intron	JC	1	Retained Intron_1	
Event_1235	ri_jc	628	ENSG00000214087	ARL16	chr17	-			81682033	81682675	81683535	81683594	10,21,16	0,0,2	13,21,23	2,0,5	298	149	0.00149615110584	0.030741380425954	1.0,1.0,0.8	0.765,1.0,0.697	0.113	shRYBP_vs_shRING1A.B							81682033	81683594					Retained Intron	JC	1	Retained Intron_1	
Event_1236	ri_jc	660	ENSG00000161526	SAP30BP	chr17	+			75705610	75705693	75706007	75706092	9,12,14	0,5,16	16,12,16	0,0,2	298	149	0.000145338496433	0.00672755751266531	1.0,0.545,0.304	1.0,1.0,0.8	-0.317	Control_vs_shRYBP							75705610	75706092					Retained Intron	JC	1	Retained Intron_1	
Event_1236	ri_jc	660	ENSG00000161526	SAP30BP	chr17	+			75705610	75705693	75706007	75706092	16,12,16	0,0,2	17,10,37	10,1,4	298	149	0.000234857197353	0.00980569253122252	1.0,1.0,0.8	0.459,0.833,0.822	0.229	shRYBP_vs_shRING1A.B							75705610	75706092					Retained Intron	JC	1	Retained Intron_1	
Event_1237	ri_jc	737	ENSG00000267278	MAP3K14-AS1	chr17	+			45267112	45267328	45267415	45267490	12,4,21	0,0,2	5,7,17	8,2,3	236	149	3.9396606684e-05	0.00244964572306782	1.0,1.0,0.869	0.283,0.688,0.782	0.372	Control_vs_shRYBP							45267112	45267490					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1237	ri_jc	738	ENSG00000267278	MAP3K14-AS1	chr17	+			45267112	45267328	45267415	45267490	12,4,21	0,0,2	7,4,2	1,7,9	236	149	1.25646292393e-06	0.000354573837133046	1.0,1.0,0.869	0.815,0.265,0.123	0.555	Control_vs_shRING1A.B							45267112	45267490					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1237	ri_jcec	737	ENSG00000267278	MAP3K14-AS1	chr17	+			45267112	45267328	45267415	45267490	12,4,21	0,0,2	5,7,17	8,2,3	236	149	3.9396606684e-05	0.0018595198354848	1.0,1.0,0.869	0.283,0.688,0.782	0.372	Control_vs_shRYBP							45267112	45267490					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1237	ri_jcec	738	ENSG00000267278	MAP3K14-AS1	chr17	+			45267112	45267328	45267415	45267490	12,4,21	0,0,2	7,4,2	1,7,9	236	149	1.25646292393e-06	0.000178833105021653	1.0,1.0,0.869	0.815,0.265,0.123	0.555	Control_vs_shRING1A.B							45267112	45267490					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1238	ri_jc	792	ENSG00000273559	CWC25	chr17	-			38810275	38810400	38810467	38810595	21,9,21	16,6,9	14,13,28	2,1,1	216	149	7.84325581704e-07	0.000116696441906388	0.475,0.509,0.617	0.828,0.9,0.951	-0.359	Control_vs_shRYBP							38810275	38810595					Retained Intron	JC	1	Retained Intron_1	
Event_1238	ri_jc	792	ENSG00000273559	CWC25	chr17	-			38810275	38810400	38810467	38810595	14,13,28	2,1,1	21,22,33	13,3,6	216	149	0.00214978024904	0.0374851478526485	0.828,0.9,0.951	0.527,0.835,0.791	0.175	shRYBP_vs_shRING1A.B							38810275	38810595					Retained Intron	JC	1	Retained Intron_1	
Event_1238	ri_jcec	792	ENSG00000273559	CWC25	chr17	-			38810275	38810400	38810467	38810595	21,9,21	16,6,9	14,13,28	2,1,1	216	149	7.84325581704e-07	9.00490559750971e-05	0.475,0.509,0.617	0.828,0.9,0.951	-0.359	Control_vs_shRYBP							38810275	38810595					Retained Intron	JCEC	1	Retained Intron_1	
Event_1238	ri_jcec	792	ENSG00000273559	CWC25	chr17	-			38810275	38810400	38810467	38810595	14,13,28	2,1,1	21,22,33	13,3,6	216	149	0.00214978024904	0.0320984430287697	0.828,0.9,0.951	0.527,0.835,0.791	0.175	shRYBP_vs_shRING1A.B							38810275	38810595					Retained Intron	JCEC	1	Retained Intron_1	
Event_1239	ri_jc	870	ENSG00000108591	DRG2	chr17	+			18099016	18099093	18099632	18100435	1,0,1	0,2,1	2,2,1	0,0,1	298	149	0.000174045023736	0.00733002423352816	1.0,0.0,0.333	1.0,1.0,0.333	-0.333	Control_vs_shRYBP							18099016	18100435					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1239	ri_jc	871	ENSG00000108591	DRG2	chr17	+			18099016	18099093	18099632	18100435	1,0,1	0,2,1	7,2,4	2,0,3	298	149	0.00275279250354	0.045696355558764	1.0,0.0,0.333	0.636,1.0,0.4	-0.234	Control_vs_shRING1A.B							18099016	18100435					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_124	a3ss_jc	7267	ENSG00000135164	DMTF1	chr7	+							2,4,0	14,31,30	20,3,13	22,21,7	298	149	8.25684173389e-06	0.00123718212305705	0.067,0.061,0.0	0.312,0.067,0.481	-0.244	Control_vs_shRYBP	87182055	87182337	87182227	87182337	87181308	87181341							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP
Event_124	a3ss_jc	7298	ENSG00000135164	DMTF1	chr7	+							2,4,0	14,31,30	9,10,6	25,16,17	298	149	2.8025152688e-05	0.00242933823563874	0.067,0.061,0.0	0.153,0.238,0.15	-0.138	Control_vs_shRING1A.B	87182055	87182337	87182227	87182337	87181308	87181341							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP
Event_1240	ri_jc	930	ENSG00000072849	DERL2	chr17	-			5481100	5481142	5481295	5481389	10,15,19	7,8,14	15,18,25	2,4,0	298	149	3.85123843527e-05	0.00243094838202043	0.417,0.484,0.404	0.789,0.692,1.0	-0.392	Control_vs_shRYBP							5481100	5481389					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1241	ri_jc	1050	ENSG00000179044	EXOC3L1	chr16	-			67184685	67184810	67184901	67185057	4,1,12	0,0,0	29,13,15	0,4,5	240	149	3.14364045353e-05	0.002182734354901	1.0,1.0,1.0	1.0,0.669,0.651	0.227	Control_vs_shRYBP							67184685	67185057					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1241	ri_jcec	1050	ENSG00000179044	EXOC3L1	chr16	-			67184685	67184810	67184901	67185057	4,1,12	0,0,0	29,13,15	0,4,5	240	149	3.14364045353e-05	0.00160893790922837	1.0,1.0,1.0	1.0,0.669,0.651	0.227	Control_vs_shRYBP							67184685	67185057					Retained Intron	JCEC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1242	ri_jc	1087	ENSG00000260628	AC142381.3	chr16	+			31981869	31981998	31982120	31982189	9,8,13	0,0,2	14,16,14	4,2,2	271	149	0.00271778120648	0.0425137612968862	1.0,1.0,0.781	0.658,0.815,0.794	0.171	Control_vs_shRYBP							31981869	31982189					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1242	ri_jc	1088	ENSG00000260628	AC142381.3	chr16	+			31981869	31981998	31982120	31982189	9,8,13	0,0,2	6,19,44	6,2,5	271	149	0.000987822472763	0.0231019476641203	1.0,1.0,0.781	0.355,0.839,0.829	0.253	Control_vs_shRING1A.B							31981869	31982189					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1242	ri_jcec	1087	ENSG00000260628	AC142381.3	chr16	+			31981869	31981998	31982120	31982189	9,8,13	0,0,2	14,16,14	4,2,2	271	149	0.00271778120648	0.0382289224010829	1.0,1.0,0.781	0.658,0.815,0.794	0.171	Control_vs_shRYBP							31981869	31982189					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1242	ri_jcec	1088	ENSG00000260628	AC142381.3	chr16	+			31981869	31981998	31982120	31982189	9,8,13	0,0,2	6,19,44	6,2,5	271	149	0.000987822472763	0.0194091328780785	1.0,1.0,0.781	0.355,0.839,0.829	0.253	Control_vs_shRING1A.B							31981869	31982189					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1243	ri_jc	1110	ENSG00000182310	SPACA6	chr19	+			51704029	51704186	51704269	51704480	0,0,3	8,11,15	4,1,10	20,18,11	232	149	0.00291163954148	0.0439488780065423	0.0,0.0,0.114	0.114,0.034,0.369	-0.134	Control_vs_shRYBP							51704029	51704480					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1243	ri_jc	1111	ENSG00000182310	SPACA6	chr19	+			51704029	51704186	51704269	51704480	0,0,3	8,11,15	6,6,6	16,28,28	232	149	0.00232560429813	0.0415149955571764	0.0,0.0,0.114	0.194,0.121,0.121	-0.107	Control_vs_shRING1A.B							51704029	51704480					Retained Intron	JC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1243	ri_jcec	1110	ENSG00000182310	SPACA6	chr19	+			51704029	51704186	51704269	51704480	0,0,3	8,11,15	4,1,10	20,18,11	232	149	0.00291163954148	0.0396430922186123	0.0,0.0,0.114	0.114,0.034,0.369	-0.134	Control_vs_shRYBP							51704029	51704480					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1243	ri_jcec	1111	ENSG00000182310	SPACA6	chr19	+			51704029	51704186	51704269	51704480	0,0,3	8,11,15	6,6,6	16,28,28	232	149	0.00232560429813	0.0356069588331632	0.0,0.0,0.114	0.194,0.121,0.121	-0.107	Control_vs_shRING1A.B							51704029	51704480					Retained Intron	JCEC	1	Retained Intron_1	Common to shRING1A.B and shRYBP
Event_1244	ri_jc	1176	ENSG00000008517	IL32	chr16	+			3065639	3065687	3065783	3065826	25,15,27	86,59,42	53,51,35	65,70,41	245	149	0.000402138152344	0.0120525722493892	0.15,0.134,0.281	0.332,0.307,0.342	-0.139	Control_vs_shRYBP							3065639	3065826					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1244	ri_jcec	1176	ENSG00000008517	IL32	chr16	+			3065639	3065687	3065783	3065826	25,15,27	86,59,42	53,51,35	65,70,41	245	149	0.000402138152344	0.00987446746333706	0.15,0.134,0.281	0.332,0.307,0.342	-0.139	Control_vs_shRYBP							3065639	3065826					Retained Intron	JCEC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1245	ri_jc	1188	ENSG00000162062	TEDC2	chr16	+			2460144	2460381	2460622	2460693	13,17,26	20,28,36	40,34,46	14,26,17	298	149	3.69913347734e-05	0.00241322037881645	0.245,0.233,0.265	0.588,0.395,0.575	-0.272	Control_vs_shRYBP							2460144	2460693					Retained Intron	JC	1	Retained Intron_1	
Event_1245	ri_jc	1185	ENSG00000162062	TEDC2	chr16	+			2460144	2460381	2460622	2460693	40,34,46	14,26,17	31,18,19	32,41,30	298	149	4.72594625331e-05	0.00354197234984918	0.588,0.395,0.575	0.326,0.18,0.241	0.27	shRYBP_vs_shRING1A.B							2460144	2460693					Retained Intron	JC	1	Retained Intron_1	
Event_1246	ri_jc	1231	ENSG00000162004	CCDC78	chr16	-			722921	723161	723856	723936	0,1,0	13,0,7	0,6,7	2,2,1	298	149	0.00185860487933	0.0336714492208527	0.0,1.0,0.0	0.0,0.6,0.778	-0.126	Control_vs_shRYBP							722921	723936					Retained Intron	JC	1	Retained Intron_1	Unique to shRYBP vs Control
Event_1247	ri_jc	1232	ENSG00000162004	CCDC78	chr16	-			724321	724509	724680	724806	12,4,0	2,1,5	10,2,16	0,1,0	298	149	3.0461284264e-05	0.00215087644481058	0.75,0.667,0.0	1.0,0.5,1.0	-0.361	Control_vs_shRYBP							724321	724806					Retained Intron	JC	2	Retained Intron_2	Unique to shRYBP vs Control
